timestamp,cycle_time,throughput,robot_distance,idle_time,reward,status
1776107540.846456,1.36,0,1.984,0.0,N/A,Assembly
1776107540.851493,1.36,0,1.984,0.0,N/A,Assembly
1776107540.8565736,1.37,0,1.985,0.0,N/A,Assembly
1776107540.8612201,1.37,0,1.986,0.0,N/A,Assembly
1776107540.8662717,1.38,0,1.987,0.0,N/A,Assembly
1776107540.8718092,1.38,0,1.987,0.0,N/A,Assembly
1776107540.8763297,1.39,0,1.988,0.0,N/A,Assembly
1776107540.881193,1.39,0,1.989,0.0,N/A,Assembly
1776107540.8860974,1.4,0,1.99,0.0,N/A,Assembly
1776107540.8912086,1.4,0,1.99,0.0,N/A,Assembly
1776107540.8962586,1.41,0,1.991,0.0,N/A,Assembly
1776107540.9013033,1.41,0,1.992,0.0,N/A,Assembly
1776107540.9063923,1.42,0,1.993,0.0,N/A,Assembly
1776107540.9114382,1.42,0,1.993,0.0,N/A,Assembly
1776107540.916474,1.43,0,1.994,0.0,N/A,Assembly
1776107540.9215167,1.43,0,1.995,0.0,N/A,Assembly
1776107540.9262385,1.44,0,1.996,0.0,N/A,Assembly
1776107540.9316163,1.44,0,1.996,0.0,N/A,Assembly
1776107540.9363477,1.45,0,1.997,0.0,N/A,Assembly
1776107540.941373,1.45,0,1.998,0.0,N/A,Assembly
1776107540.946656,1.46,0,1.999,0.0,N/A,Assembly
1776107540.9518225,1.46,0,1.999,0.0,N/A,Assembly
1776107540.9568717,1.47,0,2.0,0.0,N/A,Assembly
1776107540.961904,1.47,0,2.001,0.0,N/A,Assembly
1776107540.9668374,1.48,0,2.002,0.0,N/A,Assembly
1776107540.9719343,1.48,0,2.002,0.0,N/A,Assembly
1776107540.976973,1.49,0,2.003,0.0,N/A,Assembly
1776107540.9821627,1.49,0,2.004,0.0,N/A,Assembly
1776107540.9872093,1.5,0,2.005,0.0,N/A,Assembly
1776107540.992298,1.5,0,2.005,0.0,N/A,Assembly
1776107540.99738,1.51,0,2.006,0.0,N/A,Assembly
1776107541.0024192,1.51,0,2.007,0.0,N/A,Assembly
1776107541.0074663,1.52,0,2.008,0.0,N/A,Assembly
1776107541.012542,1.52,0,2.009,0.0,N/A,Assembly
1776107541.0176423,1.53,0,2.009,0.0,N/A,Assembly
1776107541.0226629,1.53,0,2.01,0.0,N/A,Assembly
1776107541.0277333,1.54,0,2.011,0.0,N/A,Assembly
1776107541.0327854,1.54,0,2.012,0.0,N/A,Assembly
1776107541.037836,1.55,0,2.012,0.0,N/A,Assembly
1776107541.042933,1.55,0,2.013,0.0,N/A,Assembly
1776107541.0479915,1.56,0,2.014,0.0,N/A,Assembly
1776107541.053028,1.56,0,2.015,0.0,N/A,Assembly
1776107541.0586536,1.57,0,2.015,0.0,N/A,Assembly
1776107541.0634966,1.57,0,2.016,0.0,N/A,Assembly
1776107541.0685105,1.58,0,2.017,0.0,N/A,Assembly
1776107541.0733275,1.58,0,2.018,0.0,N/A,Assembly
1776107541.0783956,1.59,0,2.018,0.0,N/A,Assembly
1776107541.0832539,1.59,0,2.019,0.0,N/A,Assembly
1776107541.088295,1.6,0,2.02,0.0,N/A,Assembly
1776107541.093451,1.6,0,2.021,0.0,N/A,Assembly
1776107541.0984745,1.61,0,2.021,0.0,N/A,Assembly
1776107541.1036084,1.61,0,2.022,0.0,N/A,Assembly
1776107541.1086962,1.62,0,2.023,0.0,N/A,Assembly
1776107541.1137927,1.63,0,2.024,0.0,N/A,Assembly
1776107541.118907,1.63,0,2.024,0.0,N/A,Assembly
